Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100338,Male,Yes,0,Not Graduate,No,6539,0,,240,1,Rural,N
LP100339,Female,Yes,0,Not Graduate,No,2762,1112,,300,1,Rural,N
LP100340,Male,No,0,Not Graduate,No,2042,0,56519,300,1,Semiurban,Y
LP100341,Female,No,0,Graduate,No,4129,6262,251637,300,1,Semiurban,Y
LP100342,Female,No,0,Graduate,No,7612,5609,,300,0,Semiurban,N
LP100343,Male,Yes,0,Graduate,No,12649,2315,436943,300,1,Semiurban,N
LP100344,Male,Yes,0,Not Graduate,Yes,7688,0,319564,480,1,Urban,Y
LP100345,Male,Yes,2,Graduate,No,2230,3133,126818,300,1,Rural,Y
LP100346,Female,Yes,0,Graduate,No,4400,747,178874,180,0,Rural,N
LP100347,Male,Yes,0,Not Graduate,No,5758,0,199154,300,1,Urban,Y
LP100348,Male,Yes,2,Graduate,No,5513,0,246899,300,1,Rural,Y
LP100349,Male,Yes,2,Graduate,No,6727,0,175139,480,1,Rural,Y
LP100350,Male,No,3+,Graduate,No,3019,0,80176,300,1,Semiurban,Y
LP100351,Male,Yes,2,Graduate,No,5182,2556,138861,120,1,Rural,N
LP100352,Male,No,2,Graduate,No,6300,1955,230779,300,1,Urban,N
LP100353,Male,Yes,0,Not Graduate,No,7874,209,281129,180,,Urban,N
LP100354,Male,Yes,0,Graduate,No,3210,2040,157075,300,1,Urban,N
LP100355,Male,Yes,0,Graduate,Yes,4135,2822,164385,480,1,Semiurban,Y
LP100356,Male,Yes,1,Graduate,No,1500,2459,74800,300,1,Urban,N
LP100357,Male,Yes,3+,Graduate,No,3552,1675,142916,180,1,Rural,Y
LP100358,Male,Yes,0,Graduate,No,3747,0,168493,300,1,Urban,Y
LP100359,Male,No,0,Not Graduate,No,2854,2238,89599,300,1,Urban,Y
LP100360,Female,Yes,0,Not Graduate,No,5477,0,134725,240,1,Semiurban,Y
LP100361,Male,Yes,0,Graduate,No,4848,3739,166762,300,1,Urban,N
LP100362,Male,Yes,0,Graduate,No,1500,2320,77093,300,1,Semiurban,Y
LP100363,Male,Yes,0,Graduate,Yes,5629,960,155128,300,1,Urban,N
LP100364,Male,Yes,3+,Graduate,No,3001,0,86051,360,1,Rural,Y
LP100365,Male,Yes,0,Graduate,No,6531,1289,257070,300,1,Semiurban,Y
LP100366,,No,2,Graduate,No,2470,0,70705,360,1,Urban,Y
LP100367,Male,No,1,Graduate,Yes,5083,1406,159988,300,1,Urban,Y
LP100368,Male,No,0,Not Graduate,Yes,4279,0,89862,300,,Urban,N
LP100369,Female,Yes,0,Graduate,No,5907,1997,271104,300,1,Rural,Y
LP100370,Male,Yes,2,Not Graduate,No,5355,4435,204332,180,1,Semiurban,N
LP100371,Male,No,0,Graduate,No,4345,0,122545,300,,Semiurban,N
LP100372,Male,Yes,3+,Not Graduate,No,2148,0,47604,300,1,Urban,Y
LP100373,Male,Yes,0,Graduate,No,2219,2565,113650,300,1,Rural,Y
LP100374,Male,Yes,1,Graduate,No,3627,0,150867,360,1,Urban,N
LP100375,Male,No,2,Not Graduate,No,4977,0,104660,300,1,Semiurban,N
LP100376,Female,Yes,0,Not Graduate,No,3578,0,84555,300,1,Semiurban,Y
LP100377,Male,No,0,Graduate,No,7052,0,166849,180,1,Urban,N
LP100378,Male,No,3+,Graduate,No,4288,5312,232082,240,1,Semiurban,N
LP100379,Male,Yes,0,Graduate,No,2941,2129,156178,300,0,Urban,N
LP100380,Male,No,0,Graduate,No,4291,0,132782,360,1,Urban,Y
LP100381,Female,,0,Graduate,No,5661,3058,214602,240,1,Rural,Y
LP100382,Male,Yes,0,Not Graduate,No,5978,0,234015,360,1,Semiurban,N
LP100383,Male,Yes,2,Graduate,No,14049,0,541789,300,1,Rural,N
LP100384,Male,No,2,Graduate,No,3461,2268,103852,300,1,Semiurban,Y
LP100385,Female,Yes,0,Graduate,No,4802,0,115347,300,0,Urban,Y
LP100386,Male,Yes,2,Graduate,No,6321,6761,254126,240,0,Semiurban,Y
LP100387,Female,Yes,0,Graduate,No,4936,3027,239171,480,1,Semiurban,N
LP100388,Male,Yes,0,Graduate,No,3797,1856,160860,300,1,Urban,Y
LP100389,Female,Yes,1,Graduate,No,2133,1733,98679,300,1,Semiurban,N
LP100390,Male,Yes,3+,Graduate,No,3775,0,,300,1,Semiurban,Y
LP100391,Male,Yes,0,Not Graduate,No,2770,0,74591,300,1,Semiurban,Y
LP100392,Male,No,0,Graduate,No,1934,0,55104,300,1,Urban,N
LP100393,Male,Yes,0,Not Graduate,No,3228,858,80517,360,1,Rural,N
LP100394,Male,No,2,Graduate,No,2811,4463,176142,300,0,Urban,Y
LP100395,Male,Yes,0,Graduate,No,6893,0,238227,300,,Urban,Y
LP100396,Female,No,0,Graduate,No,6959,0,191046,300,1,Urban,Y
LP100397,Male,Yes,2,Graduate,No,3041,0,66097,300,1,Rural,Y
LP100398,Male,Yes,0,Graduate,No,4333,7253,202859,300,1,Urban,Y
LP100399,Male,No,0,Graduate,,1799,1339,79475,300,1,Semiurban,Y
LP100400,Male,Yes,0,Graduate,No,3810,1129,153725,300,1,Urban,Y
LP100401,Female,Yes,0,Graduate,No,6227,1224,168083,300,1,Semiurban,Y
LP100402,Male,No,0,Graduate,No,7871,0,337118,480,1,Semiurban,Y
LP100403,Male,No,2,Graduate,No,3378,251,133325,480,1,Urban,Y
LP100404,Female,Yes,1,Graduate,No,8917,892,339770,300,1,Rural,N
LP100405,Female,Yes,1,Graduate,No,2172,0,78786,300,1,Urban,Y
LP100406,Male,No,3+,Graduate,No,2517,2722,146207,300,0,Urban,Y
LP100407,Female,No,0,Graduate,No,7387,0,319175,300,1,Semiurban,Y
LP100408,Male,No,0,Graduate,No,12535,1748,456207,300,1,Semiurban,N
LP100409,Female,Yes,3+,Graduate,No,6559,1887,210263,300,1,Urban,N
LP100410,Male,No,0,Graduate,No,4890,3255,,120,1,Semiurban,N
LP100411,Male,Yes,1,Graduate,No,1500,6524,190746,480,1,Urban,N
LP100412,Male,No,2,Not Graduate,Yes,1644,0,59373,360,0,Semiurban,N
LP100413,Female,Yes,0,Graduate,No,5369,1234,128012,300,1,Semiurban,N
LP100414,Male,No,0,Not Graduate,No,4106,3123,147731,300,1,Rural,Y
LP100415,Male,Yes,0,Not Graduate,No,2722,1104,126930,,1,Semiurban,N
LP100416,Male,Yes,0,Graduate,No,5184,873,224775,300,1,Semiurban,N
LP100417,Male,No,0,Graduate,No,5327,0,233300,300,0,Semiurban,N
LP100418,Male,Yes,0,Graduate,No,8405,602,265535,480,1,Urban,Y
LP100419,Female,No,2,Not Graduate,No,5390,961,226030,300,1,Urban,Y
LP100420,Male,Yes,2,Graduate,No,9826,0,399973,300,1,Rural,Y
LP100421,Male,Yes,2,Graduate,No,5022,2241,162594,300,1,Urban,Y
LP100422,Male,Yes,0,Graduate,,4693,777,122572,240,1,Semiurban,Y
LP100423,Male,Yes,0,Graduate,No,8978,200,405441,300,1,Urban,N
LP100424,Male,Yes,0,Graduate,No,2919,867,65476,120,1,Rural,Y
LP100425,Female,Yes,0,Graduate,No,23509,0,700000,240,0,Urban,N
LP100426,Male,Yes,3+,Graduate,No,6146,1178,245502,300,1,Rural,Y
LP100427,Female,No,0,Not Graduate,No,6165,0,228381,240,1,Semiurban,Y
LP100428,Male,No,0,Graduate,No,6674,1172,183894,300,1,Urban,N
LP100429,Female,No,2,Graduate,No,14039,3335,585120,240,1,Semiurban,Y
LP100430,Female,Yes,0,Graduate,No,7732,1776,231014,360,1,Semiurban,Y
LP100431,,Yes,0,Not Graduate,Yes,2068,1747,116749,300,1,Urban,Y
LP100432,Male,Yes,0,Not Graduate,No,10819,1003,289266,240,1,Urban,N
LP100433,Female,No,1,Graduate,No,4145,1727,173479,120,0,Semiurban,N
LP100434,Male,No,2,Graduate,No,5304,1054,224411,300,1,Semiurban,Y
LP100435,Male,Yes,0,Graduate,Yes,2474,2028,96127,300,0,Urban,N
LP100436,Male,No,3+,Not Graduate,No,6678,1526,200636,300,0,Rural,N
LP100437,Male,Yes,2,Graduate,No,3494,0,137935,240,1,Urban,Y
LP100438,Male,Yes,2,Graduate,Yes,5283,3604,159661,480,1,Urban,Y
LP100439,Male,Yes,0,Graduate,No,4277,2427,122399,240,1,Semiurban,Y
LP100440,Female,Yes,0,Graduate,Yes,14414,1315,470233,300,1,Urban,Y
LP100441,Male,,2,Graduate,No,14875,1993,658053,360,1,Urban,Y
LP100442,Male,No,0,Graduate,No,5130,0,174661,300,1,Semiurban,Y
LP100443,Male,Yes,1,Graduate,,5179,981,166017,300,1,Urban,N
LP100444,Male,Yes,2,Not Graduate,No,4072,0,181038,300,1,Urban,Y
LP100445,Male,No,0,Graduate,Yes,9187,0,290243,300,1,Semiurban,Y
LP100446,,No,2,Graduate,No,4173,929,144263,120,1,Semiurban,Y
LP100447,Male,Yes,3+,Graduate,Yes,3966,0,120135,300,1,Rural,Y
LP100448,Male,Yes,1,Not Graduate,No,8565,0,238146,120,1,Semiurban,Y
LP100449,Male,Yes,0,Graduate,No,3719,2677,146285,,1,Semiurban,Y
LP100450,Male,Yes,2,Graduate,Yes,4897,1107,187852,300,1,Urban,Y
LP100451,Female,No,0,Graduate,No,2095,0,44039,300,1,Semiurban,Y
LP100452,Male,Yes,2,Graduate,Yes,7365,0,272840,300,1,Urban,Y
LP100453,Male,No,2,Graduate,No,14540,4485,390310,300,1,Urban,Y
LP100454,Male,Yes,2,Graduate,No,7434,3141,243159,300,1,Rural,Y
LP100455,Male,Yes,0,Graduate,No,11172,6585,378614,180,1,Semiurban,N
LP100456,Female,No,0,Graduate,No,3140,1038,122963,360,1,Semiurban,Y
LP100457,Male,Yes,0,Graduate,No,5694,0,217703,300,1,Urban,Y
LP100458,Male,Yes,0,Not Graduate,No,2976,1317,111831,300,1,Urban,Y
LP100459,Male,No,0,Graduate,No,4411,0,106241,300,1,Semiurban,N
LP100460,Male,No,1,Graduate,No,7646,2001,210211,240,1,Semiurban,Y
LP100461,Male,,0,Graduate,No,5288,0,213915,300,1,Semiurban,Y
LP100462,Female,Yes,2,Graduate,No,2299,4538,141139,300,1,Urban,Y
LP100463,Male,Yes,3+,Graduate,No,2426,0,,300,1,Urban,Y
LP100464,Male,Yes,0,Graduate,,2339,3149,89057,120,1,Semiurban,N
LP100465,Male,Yes,1,Graduate,No,6552,0,161954,300,0,Semiurban,Y
LP100466,Male,Yes,1,Graduate,No,15558,836,609811,300,1,Urban,N
LP100467,Female,No,0,Not Graduate,No,10578,0,335467,300,1,Urban,Y
LP100468,Male,No,0,Not Graduate,No,1762,0,36618,,1,Urban,Y
LP100469,Male,No,2,Graduate,No,10925,0,480684,240,0,Urban,N
LP100470,Male,No,3+,Graduate,No,8368,1165,206270,180,1,Semiurban,Y
LP100471,Male,No,1,Graduate,No,2137,1143,67690,120,1,Urban,N
LP100472,Male,No,3+,Graduate,No,4232,1096,147174,360,1,Semiurban,Y
LP100473,Male,No,3+,Graduate,No,9134,733,307745,300,0,Semiurban,N
LP100474,Male,Yes,0,Graduate,No,6768,630,280029,300,1,Rural,Y
LP100475,Male,Yes,1,Graduate,No,2434,0,49051,480,0,Rural,N
LP100476,Male,Yes,0,Graduate,No,6996,1189,312880,300,1,Urban,Y
LP100477,Male,Yes,3+,Not Graduate,Yes,1543,3907,100272,300,1,Urban,N
LP100478,Male,Yes,0,Graduate,No,4423,2210,219656,300,1,Urban,N
LP100479,Male,Yes,0,Graduate,No,9349,2167,389041,300,1,Semiurban,Y
LP100480,Male,Yes,2,Graduate,No,5051,1070,236040,300,1,Urban,N
LP100481,Male,Yes,0,Graduate,No,3800,1654,166092,480,1,Urban,N
LP100482,Male,Yes,2,Graduate,No,8155,2317,265906,300,0,Urban,N
LP100483,Male,No,0,Not Graduate,No,8547,0,265580,300,1,Urban,Y
LP100484,Male,No,3+,Graduate,Yes,10278,1686,393004,300,1,Semiurban,Y
LP100485,Male,Yes,2,Graduate,No,8088,3831,272762,360,1,Semiurban,Y
LP100486,Male,Yes,0,Graduate,No,9063,1810,363315,240,1,Semiurban,Y
LP100487,Male,Yes,2,Graduate,No,7482,3135,206108,300,1,Rural,Y
LP100488,Male,No,0,Graduate,No,5786,0,235778,300,,Urban,Y
LP100489,Male,No,1,Graduate,No,5252,0,131850,300,1,Urban,N
LP100490,Male,Yes,1,Not Graduate,No,4388,0,191311,300,1,Semiurban,Y
LP100491,Male,No,2,Graduate,No,2567,2991,86383,300,0,Semiurban,N
LP100492,Male,Yes,0,Graduate,Yes,2957,0,68688,300,1,Semiurban,Y
LP100493,Male,Yes,0,Graduate,Yes,4282,2419,186033,300,0,Urban,N
LP100494,Male,No,1,Not Graduate,No,5710,1410,240957,300,1,Rural,Y
LP100495,Male,Yes,0,Graduate,No,11044,1023,438721,300,1,Urban,Y
LP100496,Male,Yes,0,Graduate,No,4886,0,215049,300,1,Urban,Y
LP100497,Male,Yes,0,Graduate,Yes,8683,2426,276788,300,0,Semiurban,N
LP100498,Male,Yes,0,Graduate,No,9053,0,368151,300,1,Rural,Y
LP100499,Male,No,2,Graduate,No,4402,3913,170010,240,1,Semiurban,Y
LP100500,Male,No,0,Graduate,No,6935,0,231871,300,1,Rural,Y
LP100501,Female,Yes,0,Graduate,No,4373,0,136175,360,,Urban,Y
LP100502,Female,Yes,3+,Graduate,No,10346,0,208433,180,1,Semiurban,Y
LP100503,Male,No,0,Graduate,Yes,7093,3306,303401,300,0,Rural,N
LP100504,Male,Yes,2,Not Graduate,No,2598,0,100511,300,1,Semiurban,Y
LP100505,Male,No,0,Not Graduate,Yes,5465,2201,151621,360,1,Urban,Y
LP100506,Male,No,2,Graduate,No,12378,2006,554581,300,1,Rural,Y
LP100507,Female,Yes,2,Graduate,No,4526,263,152388,300,0,Urban,Y
LP100508,Male,No,2,Graduate,No,6396,0,156422,300,1,Semiurban,Y
LP100509,Male,Yes,0,Not Graduate,No,6751,0,244040,300,1,Rural,N
LP100510,Male,Yes,0,Graduate,No,2827,1402,77384,480,1,Rural,Y
LP100511,Female,Yes,2,Graduate,No,6622,0,142958,360,1,Rural,N
LP100512,Male,Yes,0,Graduate,No,2323,3969,154380,300,1,Rural,Y
LP100513,Male,No,0,Not Graduate,No,3544,0,80688,300,1,Urban,Y
LP100514,Male,No,0,Graduate,No,9035,858,217036,300,1,Rural,Y
LP100515,Male,No,3+,Graduate,No,6084,0,234225,180,1,Semiurban,Y
LP100516,Male,No,1,Not Graduate,No,4229,1432,99051,360,0,Semiurban,Y
LP100517,Male,Yes,1,Graduate,Yes,6392,0,257241,300,1,Semiurban,N
LP100518,Male,Yes,2,Not Graduate,No,4837,1467,204572,300,0,Rural,N
LP100519,Female,No,0,Graduate,No,5035,0,118498,300,1,Semiurban,Y
LP100520,Female,No,0,Graduate,No,7176,375,241614,300,1,Rural,N
LP100521,Male,Yes,0,Not Graduate,No,3351,1372,83689,240,1,Urban,Y
LP100522,,Yes,1,Graduate,No,5112,0,183083,300,1,Urban,N
LP100523,Male,Yes,0,Graduate,Yes,4211,0,90845,300,1,Semiurban,Y
LP100524,Male,Yes,2,Graduate,No,2090,0,91149,300,1,Urban,Y
LP100525,Male,No,2,Graduate,No,3014,0,75933,300,1,Semiurban,Y
LP100526,Female,Yes,0,Graduate,No,11846,0,439159,480,1,Urban,Y
LP100527,Female,No,1,Graduate,No,6178,1489,167107,240,1,Semiurban,Y
LP100528,Male,,0,Graduate,No,2414,1664,70905,300,1,Urban,Y
LP100529,Male,No,3+,Graduate,No,2143,0,67020,300,1,Urban,Y
LP100530,Male,Yes,2,Graduate,No,4701,1704,185645,240,0,Semiurban,N
LP100531,Male,Yes,3+,Graduate,No,11800,0,530665,300,0,Urban,N
LP100532,Male,No,0,Graduate,No,4512,2148,135237,300,1,Urban,N
LP100533,Male,No,0,Graduate,No,10260,0,205281,240,1,Urban,Y
LP100534,Male,Yes,0,Not Graduate,No,6068,761,179059,240,1,Urban,Y
LP100535,Male,No,0,Graduate,No,6479,863,200162,360,1,Semiurban,Y
LP100536,Male,Yes,0,Graduate,No,2398,0,100946,300,1,Urban,Y
LP100537,Male,No,0,Graduate,No,8374,0,358529,300,1,Urban,Y
LP100538,Male,Yes,3+,Not Graduate,No,4159,0,174733,300,1,Semiurban,Y
LP100539,Female,Yes,0,Graduate,No,8038,2564,209958,300,1,Semiurban,N
LP100540,Female,Yes,0,Graduate,No,3195,662,108515,300,1,Semiurban,Y
LP100541,Male,Yes,2,Graduate,No,5511,6279,323039,300,1,Urban,N
LP100542,Female,Yes,1,Graduate,Yes,6068,1175,182230,300,1,Rural,N
LP100543,Female,Yes,2,Graduate,No,4594,2025,207543,300,1,Semiurban,Y
LP100544,Male,Yes,1,Not Graduate,No,6246,3273,226417,300,1,Urban,N
LP100545,Male,No,2,Graduate,No,4319,902,127560,300,1,Rural,N
LP100546,Male,Yes,1,Graduate,No,3499,1228,158159,300,1,Semiurban,Y
LP100547,Male,No,0,Graduate,No,12091,0,317543,240,1,Semiurban,Y
LP100548,Male,No,1,Graduate,No,8903,13303,476138,300,0,Rural,N
LP100549,Male,Yes,0,Graduate,No,3290,0,90990,300,1,Urban,Y
LP100550,Male,Yes,0,Graduate,No,6835,0,140720,180,1,Rural,Y
LP100551,Male,No,0,Graduate,No,3323,4186,168345,300,1,Semiurban,Y
LP100552,Male,No,0,Graduate,No,2606,0,63274,300,1,Urban,N
LP100553,Female,Yes,2,Not Graduate,No,8829,0,288449,300,0,Urban,N
LP100554,Male,No,0,Graduate,No,1959,0,44700,300,1,Urban,Y
LP100555,Male,Yes,0,Graduate,Yes,8325,631,301199,300,1,Rural,Y
LP100556,Male,Yes,0,Graduate,No,4351,5520,281256,360,1,Urban,Y
LP100557,Male,No,2,Graduate,No,4451,0,129359,300,1,Urban,N
LP100558,Male,Yes,,Graduate,No,6264,0,151666,240,1,Semiurban,Y
LP100559,Male,No,1,Not Graduate,No,6883,1418,221335,480,0,Semiurban,N
LP100560,Male,Yes,2,Graduate,Yes,3174,2845,,120,0,Urban,Y
LP100561,Male,No,0,Not Graduate,No,7420,0,258121,300,1,Rural,N
LP100562,Female,Yes,2,Not Graduate,No,5322,2969,137695,300,1,Semiurban,Y
LP100563,Male,,0,Graduate,No,2506,993,93474,300,1,Rural,Y
LP100564,Male,Yes,0,Graduate,No,4554,0,144372,300,1,Urban,Y
LP100565,Male,,1,Graduate,No,10688,1712,309864,300,1,Urban,Y
LP100566,Male,No,2,Graduate,No,12573,1840,310047,180,1,Semiurban,N
LP100567,Male,Yes,0,Not Graduate,No,7419,1410,339869,120,0,Urban,N
LP100568,Male,Yes,0,Graduate,No,2598,4250,102972,240,1,Semiurban,Y
LP100569,Male,Yes,0,Not Graduate,,6549,993,177052,240,1,Urban,Y
LP100570,Male,Yes,0,Graduate,No,7984,2241,224318,300,1,Semiurban,Y
LP100571,Female,No,1,Graduate,No,7453,1888,272202,300,1,Rural,N
LP100572,Male,Yes,1,Graduate,No,7700,605,245419,300,1,Rural,N
LP100573,Male,No,1,Graduate,No,6106,715,166438,300,1,Rural,N
LP100574,Female,Yes,,Graduate,No,4805,1815,182811,120,1,Rural,N
LP100575,Male,No,1,Graduate,No,3578,7204,188414,300,0,Semiurban,Y
LP100576,Female,Yes,1,Graduate,No,1760,0,47595,300,1,Semiurban,N
LP100577,Male,Yes,1,Not Graduate,No,6027,0,258445,360,1,Rural,Y
LP100578,Female,No,0,Graduate,Yes,5539,0,153201,300,1,Rural,Y
LP100579,Male,No,0,Graduate,No,6794,3007,191644,180,1,Rural,Y
LP100580,Male,No,0,Graduate,No,2396,0,105099,300,1,Semiurban,Y
LP100581,Male,Yes,0,Graduate,No,7129,4002,345482,360,1,Urban,N
LP100582,Male,Yes,0,Not Graduate,No,15478,0,442337,300,1,Rural,N
LP100583,Male,No,0,Graduate,No,5220,0,214207,300,1,Rural,N
LP100584,Female,Yes,2,Graduate,No,4833,3255,213377,180,1,Semiurban,Y
LP100585,Male,No,0,Graduate,Yes,5926,0,169891,300,,Rural,N
LP100586,Male,Yes,2,Graduate,No,15290,1336,651827,360,0,Semiurban,Y
LP100587,Male,Yes,0,Graduate,No,2847,0,110475,300,1,Rural,Y
LP100588,Male,No,2,Not Graduate,No,5591,2632,198385,300,1,Urban,N
LP100589,Male,No,0,Graduate,Yes,3221,0,113273,300,1,Rural,N
LP100590,Female,Yes,0,Graduate,No,3701,3559,145129,300,1,Urban,Y
LP100591,Male,Yes,,Graduate,No,4865,1303,109475,300,1,Urban,Y
LP100592,Male,Yes,3+,Graduate,Yes,10490,0,462036,300,1,Urban,Y
LP100593,Male,Yes,0,Not Graduate,No,13464,0,454285,300,0,Semiurban,N
LP100594,Male,Yes,0,Graduate,Yes,6398,0,223679,300,0,Urban,N
LP100595,Male,Yes,1,Graduate,No,4065,1209,149091,300,1,Rural,N
LP100596,Male,No,1,Graduate,No,19697,1719,673786,,,Semiurban,Y
LP100597,Male,No,0,Graduate,No,3952,0,107697,480,0,Rural,N
LP100598,,Yes,0,Not Graduate,No,3652,1373,182807,300,0,Urban,Y
LP100599,Male,Yes,0,Graduate,No,1884,1778,90835,300,1,Urban,Y
LP100600,Male,Yes,3+,Graduate,No,10776,1751,413980,300,1,Semiurban,Y
LP100601,Male,Yes,0,Graduate,No,8516,2034,294722,300,0,Semiurban,N
LP100602,Female,Yes,,Graduate,No,18901,346,520399,300,1,Semiurban,Y
LP100603,Male,Yes,3+,Graduate,No,2328,6715,149591,300,1,Rural,Y
LP100604,Female,No,0,Graduate,No,11150,1624,343423,300,1,Rural,Y
LP100605,Male,Yes,0,Graduate,No,5197,0,126819,300,1,Semiurban,Y
LP100606,Female,Yes,0,Graduate,No,7790,0,,300,1,Rural,Y
LP100607,Male,Yes,0,Graduate,Yes,2020,0,84790,180,1,Semiurban,Y
LP100608,Male,No,0,Graduate,No,11211,1124,331234,300,1,Semiurban,N
LP100609,Male,Yes,0,Graduate,No,7706,0,218250,300,1,Urban,N
LP100610,Male,Yes,2,Graduate,No,4894,1194,192893,300,1,Urban,N
LP100611,Male,No,1,Not Graduate,No,7130,3060,204158,300,,Urban,Y
LP100612,Female,Yes,0,Graduate,No,3282,1142,154900,300,1,Semiurban,Y
LP100613,Female,Yes,0,Graduate,No,3635,1311,131800,300,1,Semiurban,N
